col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10
8090,2154,7358,7055,6881,3715,3427,9781,3932,185
3822,9303,6801,9867,7850,5626,1990,3026,1987,417
9254,1529,9421,8356,9802,2210,8620,7167,8761,5918
4904,1158,2669,4791,5147,2230,4824,2143,8699,8640
71,8097,5560,3481,7669,9883,5507,9769,4313,7882
537,1713,228,689,6069,9196,766,9801,3924,6105
5665,4242,1599,7628,1064,6088,9588,6568,5850,5548
1359,6179,8063,4774,1000,2778,4348,4360,486,2177
5412,6105,6398,2692,6675,7055,4534,4021,1874,1306
3484,5541,9218,9083,336,3204,6297,3787,9142,6951
6247,9298,3658,8466,8931,9090,9324,7238,3876,8523
9717,6311,5727,9085,117,4317,2775,6274,9674,3938
8187,8088,2702,1204,8137,4873,8510,4192,268,1565
4016,1338,8802,8506,8134,3029,7095,1364,1349,7507
5466,9740,4056,9916,7073,1221,3076,3141,9788,9056
7358,5654,261,3608,7970,7176,3061,913,8187,5996
7815,4024,901,3782,1938,6002,2264,6596,7868,5810
5126,6156,9545,517,1659,8023,9343,7847,714,900
4875,6190,9396,7380,9018,4074,8992,3843,2460,9421
1409,5477,9929,3543,8165,6647,2794,3076,8691,9751
3630,2919,5581,1275,328,5593,8472,3507,1219,4053
479,2411,6754,8792,8035,6013,171,7478,9282,74
3355,9151,8331,9865,7372,5038,5368,4701,1841,8197
601,849,805,7101,8371,3564,2642,5993,7936,3305
2797,4345,9649,6542,3241,9423,4853,8044,4039,3969
4886,8687,5645,7972,6567,3527,1138,4051,2723,4428
3707,2816,1078,7407,6839,7962,1720,25,378,9353
5028,2786,2421,8356,7794,7831,4262,3811,7483,482
1846,5079,4140,2361,3046,7400,898,6038,6303,3290
5233,7890,9364,9917,3279,7047,6851,1653,6574,582
2246,3484,5770,9177,162,3928,6334,9090,6874,6864
4949,122,2975,3175,5698,5474,9692,3004,4453,8719
930,8149,6170,2823,981,1633,9649,2152,6402,3754
1058,9394,4278,1846,6589,9723,5163,6152,390,4200
567,1283,1815,9380,9712,1296,6828,3385,6704,3887
6,9889,3013,6611,6097,4870,5960,2905,999,5367
6276,8300,5626,3843,6461,408,3687,2527,1580,6552
7482,7286,5124,169,1689,3600,9201,545,3686,7707
4276,2052,8226,8520,9720,9588,9473,7104,2140,4585
9539,3474,7358,7011,6868,267,1808,4102,9336,6516
6930,5455,4594,5931,2676,5672,1412,5962,6441,3678
2015,2462,5530,4765,5631,6752,7315,464,7295,8886
3809,331,2443,4181,723,8999,5608,4848,2098,8419
4290,8471,187,9152,327,9914,7298,7476,6278,9240
2155,7072,2650,1161,4232,6269,9316,8224,6659,2868
9425,8718,178,2658,882,1512,6152,7805,4030,170
3952,6942,3771,24,2152,3190,4412,2632,789,5507
7743,4516,1766,5199,2612,9308,9915,8536,7847,6543
7169,5128,8385,6756,3577,890,887,2584,3250,243
2141,7794,9572,6130,5202,9918,6046,8394,283,4639
6403,4373,3138,9419,4196,9,5981,2091,7493,6706
6572,6774,9916,4085,9212,5940,3728,7791,4600,5778
3498,6543,7478,9746,6919,4949,5192,708,2119,1536
4217,9413,3885,9854,2189,4419,8058,5758,8667,262
9107,6422,9258,3725,4295,2755,5768,4890,1520,8190
9341,6438,2256,6692,6489,2952,6582,3829,3967,5467
1482,372,5796,6050,8358,6646,9021,7022,489,9076
9796,2033,5860,7555,9064,8899,8269,243,9735,8532
5796,491,29,9980,9856,2222,4974,2942,5693,4526
982,3356,2188,3550,9562,221,2337,1100,7180,2645
9403,7115,6551,2914,9519,4580,5284,3228,9396,2726
5214,4307,9456,6599,1469,2007,3191,5260,7946,9908
7273,6898,8258,3143,2437,9465,3972,8211,1164,2787
2360,8714,9177,9041,7458,8221,8189,841,3328,4590
3917,1230,2828,9744,473,6067,2022,1081,7407,5972
9958,1698,2585,9204,7841,926,1203,1050,1871,1939
9717,859,2139,1113,359,7128,2226,2733,1005,5064
6410,5282,6733,3930,5053,5193,3956,6789,2255,777
3777,2702,5279,8541,8797,1337,4635,2443,2906,9477
7335,6226,5606,6012,3203,3060,1525,2215,4789,7237
3646,8456,7555,2927,833,8245,9818,3955,5134,9271
6697,8698,9895,4898,108,5418,5787,4805,2873,7777
7760,6834,5875,656,9551,392,82,5604,8792,9497
7650,1594,1336,247,3327,7164,2823,4913,1690,546
9729,8021,2206,3724,6043,1125,1188,2671,7189,1665
928,7412,6281,4217,7861,3171,8020,1278,1356,8832
5658,8664,7739,6935,3168,9518,5680,2339,6836,6916
1801,938,5914,7416,8946,6031,882,3219,8145,2119
4367,2061,104,4423,6207,5473,3335,1428,7874,8455
5757,6470,6820,6111,4764,5538,9506,5091,9892,1922
1746,3569,564,7814,5104,8242,8538,4785,2173,3758
8550,7925,5845,4402,5948,7869,6199,1069,5116,5728
5843,5496,3347,5991,7523,2505,6529,5715,6496,7240
7746,6323,6513,3718,9616,1173,1314,9714,2630,9053
1257,3425,7183,5933,3478,5226,6736,6520,8050,9488
7315,5576,5257,1025,8572,9988,8683,3245,2972,2770
7179,5102,3595,6148,6695,4475,3294,8607,4476,5487
6467,6665,7128,7792,8216,7812,4174,7051,74,2066
1587,8790,2599,1104,4250,9694,4825,6328,339,1931
3632,8255,6491,6849,3981,4993,5894,2215,345,815
1624,8480,528,5228,7712,8094,2836,2926,2459,6576
3440,7358,7183,8745,6766,8672,8277,3430,5085,6541
6670,8269,9765,2754,7125,4203,3877,3957,5999,825
8872,2558,2647,1511,4114,2299,8965,669,8537,9681
1232,8395,7978,6041,1556,6414,7036,5731,2539,4690
4683,341,4268,3139,4245,3764,5021,5871,5952,2833
2331,7446,3853,2294,300,9816,5972,9898,5350,4995
1935,5009,3247,4680,3128,3284,1480,250,7131,5308
3060,8858,1559,3881,7193,8831,4464,6235,9962,3380
5115,2081,9934,5816,5236,3227,1364,9598,9389,6067
23,2529,5224,2376,3357,8688,3273,5485,5539,4464
1385,7106,2847,7436,3378,8724,8868,3935,4807,2027
6907,2036,3394,498,3896,4216,7546,1079,110,9896
9261,8916,7123,7466,4252,1358,5555,9027,505,8686
8406,2037,1668,6421,1661,8292,2759,3729,8859,7278
334,1716,992,2490,6688,7054,7183,4674,1571,1891
2252,8311,482,9162,424,9262,809,3540,9470,2348
4225,6090,6665,526,5427,4596,7482,8304,9332,6092
3949,6853,5649,2476,4077,88,2102,8351,4210,8816
3897,1879,7988,8787,7839,962,6088,4420,9722,4169
5712,1601,1257,1067,7166,3847,3127,218,2008,8418
867,3497,7587,7329,9040,8096,3755,1830,4589,3150
9674,5888,7195,3040,5069,6196,5328,9451,2149,9042
1983,9613,8310,8084,8561,8752,6761,4925,9596,3845
6272,1061,6095,8023,3952,3346,258,4724,6272,3638
1294,1773,9587,9862,2406,419,782,7717,322,9269
1418,3024,9785,8931,9873,9618,4538,4032,6979,5145
8707,1332,564,8741,5217,2809,4289,3440,245,9911
78,9519,9574,5093,1065,2013,9558,8688,1117,6757
5439,2772,3918,1074,127,7134,2074,5357,9305,2031
9757,4311,5863,3648,1492,1308,2350,2138,1718,8610
3492,7942,743,1280,7197,992,8975,2505,9707,2208
9120,942,1816,7674,5655,6330,3974,3924,9676,288
6441,9893,6435,9883,4878,4692,4277,3306,7259,9749
7174,8302,5523,5935,9588,1155,8400,2669,663,1727
5508,1351,1475,4202,3657,3147,5673,3922,4812,4917
3457,8591,5913,8184,9043,9557,6031,640,5459,1135
9791,4699,8867,2149,1282,7961,2601,8913,5526,3844
5053,6026,5927,9594,6400,1746,2896,4057,2257,7472
2501,4894,8464,1575,9525,95,9288,5714,7411,6112
7727,1388,144,7715,289,3832,4567,9238,4024,2116
6514,2688,7982,4655,8378,4568,585,1335,6575,6047
8455,2889,3263,1386,2160,8283,311,3675,2867,576
7246,6348,8725,5817,9699,6501,1964,9455,6243,12
931,418,3708,6558,3178,118,2292,8745,6154,2650
8984,6703,2364,6495,870,7248,6804,1159,2175,385
7853,9081,5415,65,8448,6054,75,5842,7345,2540
1597,5341,4101,2661,9020,3445,3844,5747,7834,7935
7475,1649,9161,4950,7284,8247,3331,7629,8876,6484
8877,6297,4702,5418,6896,469,7557,602,9331,4985
2194,8030,3668,4931,7530,6526,4027,763,7201,7458
5535,3292,2812,9624,4020,8575,8774,7987,5246,4404
4233,5846,2087,980,3693,1136,5893,3122,963,4366
6380,1906,2707,1067,9569,9462,3662,9072,8991,1475
448,3778,1698,8360,5328,8659,1517,229,3981,5129
6928,9908,6778,5191,5704,6380,4451,7143,4158,7843
6609,6201,17,8015,3542,2917,3589,6283,630,3515
2541,1141,6158,6659,9682,2841,3807,3022,2392,730
6454,1590,475,4697,4621,8961,7902,6540,6715,9081
2376,6282,40,9431,1477,4555,2209,1474,270,6876
4469,4643,4287,422,8187,5674,7988,9736,4911,9521
7637,767,6281,7225,1408,2991,8273,8195,6463,3219
7441,5524,513,3030,4763,9949,4905,3034,1431,4707
649,7217,7110,2627,5079,5165,8114,1972,7305,3756
669,1288,606,3296,5555,4375,2066,1144,717,9917
6366,5198,9949,5721,4049,2872,7036,2282,5437,6585
4520,9624,7192,2122,3544,5676,6776,7784,4701,2057
7262,7920,6558,5319,9109,1619,1780,7651,2972,1585
5517,8993,7048,5843,6681,4442,7514,383,5323,6457
5339,4907,2562,5954,8143,6860,1635,642,5210,7839
3232,4778,7266,2690,8872,3638,9512,5345,6719,8311
5119,612,3328,4660,4293,9657,9065,7467,1880,3795
4807,4260,1224,4183,9939,9404,8854,8791,7849,4853
1686,5167,8851,5859,3211,4107,1508,9627,4820,355
8770,4205,1882,1925,7792,1964,3427,6458,8985,8512
3069,4061,1500,4727,6883,8225,7550,4614,5196,1408
2288,9925,3542,1121,9729,4332,5671,9235,5367,71
4660,6087,9358,8453,4669,8849,4653,4206,7139,3284
791,6183,7181,6313,8580,8768,9681,6181,6526,8977
3450,8766,6935,1873,3027,4371,1945,856,868,1263
9914,2310,1722,499,9211,6769,2832,7351,4437,8309
9579,8184,5392,4052,9872,2726,487,1472,1072,7792
9734,3757,702,5231,9094,6966,7110,2628,3217,268
1979,3063,8131,9522,3665,14,3333,3873,7008,9542
2621,4941,4773,7300,7138,707,675,6476,4877,396
1829,104,9220,1638,1056,6574,3575,5248,8391,8615
6827,1260,5690,6141,714,9368,9467,2737,6170,5543
7035,9877,5340,9592,4929,8537,9325,7446,65,2697
7632,2122,328,1785,4067,517,2932,5666,9252,5427
736,4543,1821,6487,7713,308,1008,7886,500,1893
3939,5790,274,2024,5022,7718,9209,5498,1614,4313
8859,2979,1105,4805,5948,9649,1028,5722,5338,7530
108,7207,9144,964,8958,8890,8363,1495,6858,9486
2061,5062,7121,2439,1467,7543,5917,4845,5162,5855
4481,341,3270,5052,788,2236,5130,7342,4222,6369
5410,8222,842,3322,2434,2085,1126,6670,9635,5809
4198,1563,3160,9550,8476,8703,7765,2808,7492,7967
5500,5564,9600,3373,9292,3641,3348,2085,1373,8641
611,7539,6977,8142,9505,2988,5703,1634,2385,7903
9841,2082,577,477,7175,8528,6461,5212,938,7821
7857,5409,1291,1643,8709,6255,3234,6785,3260,2150
8000,3917,6660,4978,304,8689,4302,1110,3652,1867
5384,3234,8075,712,5217,2507,8329,3090,9707,6976
1472,3218,7467,7233,5512,4482,3597,9874,4036,3547
9664,5336,7465,1753,6004,7872,9170,3211,1958,7280
2154,8501,8774,8117,7658,5095,933,6102,1350,6496
877,3446,1357,754,8234,3610,4280,8306,5902,9692
8239,9255,9535,6791,8841,3862,2562,9614,2087,148
5544,6971,1598,1868,1390,9568,7855,7527,6121,7781
7805,8734,8835,2739,7437,1729,1970,4351,7413,1830
6399,4850,7782,8274,8884,4713,1777,3412,5183,2729
360,7496,8815,1385,5704,7386,6275,9513,4693,8468
7599,1126,728,9605,9848,840,4026,5803,2529,7720
7934,9247,6356,9403,717,166,7125,2952,2408,3910
4572,2808,3317,5191,3142,7419,8422,5331,8808,2038
8476,3169,8439,1791,9904,7861,9983,1485,5812,9438
6398,2270,6606,3408,5644,5258,6916,3856,6039,7556
2690,3289,2827,3428,4415,3328,6675,3272,4062,1058
3011,4970,690,8334,7085,704,3327,7176,4886,5931
914,5164,4744,1393,5238,8354,2850,3613,5492,1920
500,6871,6703,8442,1674,325,2371,2601,5172,3934
9716,7839,1718,4840,1857,7108,6657,6648,417,2078
5259,228,3448,6138,5861,4637,7040,7673,6851,894
7877,5313,9069,5046,2742,2988,5302,106,6376,4352
817,5210,4952,9430,8924,8102,8904,325,3872,4714
6931,2201,8189,3802,2035,406,4911,3491,9800,8670
2970,4778,5660,9994,2495,1149,3094,6946,8968,5198
6181,5534,333,805,2983,3855,1371,5102,1920,6043
1014,5825,7751,5767,1404,2666,2809,4314,5635,7835
9730,4222,359,473,8423,4484,1852,6155,386,1734
5829,274,358,9655,7440,212,9640,8481,4175,2826
4767,2018,1211,7519,9962,8476,5681,633,1906,6937
4754,5304,8829,7458,6686,8443,6578,3939,8111,7066
2285,463,1705,9494,2420,3294,4329,5827,8980,2116
6363,6390,115,8346,5586,5530,5262,3400,3589,2509
6920,3470,1048,3766,1714,219,8384,5638,5976,4414
4337,7714,8003,4728,3643,188,476,4605,589,8022
2295,3768,6650,7543,4993,5453,8424,7360,4260,2531
732,7971,2016,4269,9706,7084,1228,1647,2055,4363
8541,7490,5128,7957,2986,2699,5697,3088,9716,3608
3875,1660,936,8582,2326,7065,2782,958,8636,5399
9253,5522,5534,347,3889,3479,1996,477,7607,6174
350,4727,2627,5023,5158,9516,7166,9167,9714,5778
7087,7098,5398,3077,481,5353,4569,5586,3176,6080
1730,4990,204,7883,8374,9758,3302,2277,3847,48
1118,5774,9980,1431,2945,9640,3783,346,4006,7650
7767,8921,4409,6819,6754,4511,4561,2151,7086,6479
9462,2764,4088,1612,1051,7243,195,8894,6098,5583
165,6685,869,3635,5924,5217,2360,2197,4990,1036
2819,2544,2909,9215,8470,3723,3247,3119,7382,1667
1265,6972,7386,8786,159,4963,7621,3433,1527,6842
7023,4290,2997,4017,2537,8730,3597,3971,6792,1577
7,5381,6384,3590,3317,7125,7081,8385,5260,2927
4736,9901,3215,1052,2494,2348,1929,6899,3236,6261
263,906,611,2050,5498,4071,6995,2124,375,5278
975,9669,3376,8489,4090,7120,7497,2138,6688,5083
2413,5014,6926,9608,405,4536,9186,7458,7085,5776
3186,5746,7424,8156,7184,114,6410,8866,4907,7297
2349,3439,2003,3896,9685,6032,9884,8119,4706,1893
4180,6912,2958,3517,6142,7866,3566,562,5661,8745
5973,237,9419,8176,9910,407,8056,4371,2221,6642
599,7624,4174,5144,1587,6162,4354,7716,1215,4985
6395,5172,936,9540,9038,2938,3709,9182,6119,3731
3212,5048,5538,501,7650,509,4631,6112,9895,8547
6511,2075,5538,4476,7662,1045,9263,747,9402,2280
1730,3036,2148,4377,6494,2658,4537,4546,9325,745
7533,7075,7744,6902,4056,2784,8070,4545,8799,4817
6272,7487,1013,2584,5475,1541,3244,6606,6448,8282
1797,9862,7558,892,2005,1481,3400,6891,7740,9140
7748,8347,8913,3294,855,8849,557,5621,5034,8458
4315,7592,9134,2522,4565,8229,3368,3727,4614,1393
4788,5537,5711,2831,8602,2293,5861,9957,2464,9363
1958,4939,9011,7268,9877,5109,3529,7605,9107,1878
6878,4332,5398,8018,4132,433,6530,9595,2657,4527
7566,5420,6145,1267,5165,2588,7010,5812,3953,6110
8490,7087,4575,354,1184,7758,4455,4436,5041,3338
9789,4746,9343,9736,9275,9387,7479,6896,6232,6141
6444,7082,7578,36,4268,9915,8571,5233,7623,441
8151,6375,951,2052,206,1456,5581,525,3902,2492
6656,7669,4294,6075,1806,1315,6264,5431,2164,3217
4715,9034,1104,7068,7926,4387,6366,9966,8051,1505
2783,617,3551,1459,5140,8512,820,1365,1466,603
8818,7538,4477,5529,5117,2861,2284,3025,1393,1403
1647,3073,9761,1349,7188,5907,5286,2876,1657,7634
5174,2818,5347,3472,8298,4801,2990,8744,3719,3349
6967,9586,8756,5826,6403,1388,1921,4111,2046,1249
8978,550,548,533,4366,3359,5349,5341,7008,3851
8232,2701,7767,2398,9197,6117,7828,3300,6625,1799
5219,3470,1659,2641,373,6064,3103,6688,6184,7154
7762,8807,564,4086,412,2614,4566,7545,6734,1463
9505,3778,2398,7039,2936,6323,5362,2764,1794,2199
8475,6521,47,6233,5140,7876,5845,5445,3977,4343
3935,3927,9602,4123,1737,3280,9504,7896,7106,2904
951,7157,2422,8510,8043,6762,5428,3577,131,2180
9091,5762,6604,8179,4391,1496,2841,5177,8473,3471
8541,7808,9229,4627,4785,7590,462,3360,4053,4980
6302,3754,1576,941,3125,5051,658,7206,1565,6605
533,1175,2437,8286,4192,2969,3022,9973,1195,1013
6948,6366,4526,8840,3206,5998,1006,8212,8588,3501
6726,3352,9413,494,5207,8252,7043,1121,7328,6788
6742,9740,9722,9638,7794,2110,3553,4640,7877,9487
8584,9788,127,5913,1409,9933,3235,535,8775,7188
2183,9047,4849,3442,7641,486,1420,594,106,4197
1942,7295,8607,586,9908,7944,8244,5648,5596,1243
106,2270,4746,115,4569,8119,4562,8717,9927,277
9399,9016,1830,6010,8024,3426,8279,7732,162,9137
5952,6085,5555,7814,1781,8662,1381,7085,3710,5111
3690,1948,7805,2185,291,6326,9892,5233,5829,7992
8726,4173,9810,4928,4291,1229,8773,728,2117,4920
4711,1917,6675,3570,6984,2840,5596,2673,2828,887
7568,3701,7390,9835,2916,6306,5880,8424,7281,849
940,9368,9149,4307,5736,6381,4312,7973,6304,5896
1543,7983,2974,7617,8099,7827,4248,3486,4302,1806
6992,8157,1881,7132,867,4193,7457,3983,1945,1405
997,8437,5984,6387,8587,3519,7977,6250,869,4180
9409,4096,9508,6871,3538,1992,4475,4448,5516,5932
7014,9532,5113,5540,6410,9418,2740,7280,1830,183
222,3565,6397,489,7110,6977,5736,8740,7672,6667
2346,3500,3829,9838,1406,6834,8274,5228,7631,9594
9284,1966,5972,49,2550,724,8737,6011,3526,4444
7531,4385,8470,6349,9248,8648,2633,6470,6515,7683
5654,4775,293,2535,4753,690,8868,916,6262,1834
2246,4780,2118,3555,6350,4149,5919,7996,6453,645
1099,6461,1271,1257,5385,3570,9016,9537,3807,3303
2644,5521,2149,9752,2435,6346,1345,2154,2513,7913
5474,8227,9778,4359,2945,9109,5562,7691,3433,3594
4731,4484,7970,1131,9538,7540,987,4670,654,7646
5848,5502,9158,5036,7739,8626,3221,9036,8009,6987
3991,5905,6515,3986,2143,7552,5423,6556,6887,6853
3835,5642,2215,784,7068,6900,4011,4933,6813,7212
7743,1976,6508,2009,3212,2727,8599,6304,4697,1855
6908,9062,5664,3582,3454,8168,6578,4976,9683,2415
7284,6725,4622,2859,9369,4884,1542,7060,9304,3887
5062,922,2288,5154,7551,9119,8335,7512,4986,3358
5767,3290,6860,8905,6331,5330,3597,5039,117,251
702,3047,9969,8396,6135,3777,1974,4857,2797,1491
3685,4588,1805,651,5258,3958,8443,6945,1251,2536
9345,4548,9593,7789,8333,9686,3146,9283,3406,8503
5569,5174,6268,548,1502,5432,7149,4694,8485,8497
7049,476,1465,9318,4117,7690,1996,8857,4420,6289
3198,9730,2194,8864,24,1845,7401,3640,7480,5597
1984,9587,67,4847,5031,7842,1061,5130,5181,6117
8609,6337,3608,7510,8779,8346,7291,9884,6865,4084
580,5288,7563,9578,8479,2289,9149,277,1234,175
2055,8921,8736,4870,5760,2351,4065,4140,8335,3353
3379,8061,7826,4363,5237,2382,1363,9060,6329,6549
1182,8551,2955,1757,940,319,7210,6050,5963,5024
5878,7307,6523,4421,344,2895,6556,5200,2708,2756
421,8579,1301,3619,8174,9931,3873,9700,9267,9349
437,4454,1462,8820,6155,6830,7930,5360,9008,9837
4906,4232,9607,6852,8699,7964,6372,2517,6949,6289
2945,9719,9694,2203,6070,5896,7479,2141,9732,7014
9216,5929,6788,3836,5968,3329,905,3736,3358,4138
1213,8316,4311,6076,3775,676,4862,1205,8375,2621
8001,9423,6636,9006,2986,2932,6330,8999,844,9112
7626,4249,8124,5890,4734,3699,5676,1649,1407,7308
7901,2442,8072,9588,387,9222,9158,1297,7449,6633
1318,261,6095,9075,5750,9611,5050,7550,2373,6971
4360,6401,6867,6241,7011,7887,4441,6940,222,6562
9548,3116,7734,9404,4711,4524,9416,5337,8623,2642
9588,6795,3153,8815,9340,992,6230,9342,3681,2873
8812,1949,2609,8809,7506,4454,6704,2447,2822,6410
143,8481,6895,520,6206,527,7184,8658,5090,9059
404,7648,3363,2773,8158,2771,3234,6768,4881,2389
1698,9850,6752,3822,1430,718,2098,603,4666,4754
7582,8204,3690,7510,9213,9546,352,1745,3857,3035
780,7705,6552,1362,2967,4366,5491,5754,384,1437
5219,94,4682,9287,5098,6788,8913,8533,6959,9697
8245,5821,3914,6934,8708,3140,9918,5189,8184,6768
1845,5021,6061,5358,8085,6370,239,6,9959,776
1400,3505,3550,1610,626,9085,2103,7356,1408,8887
1286,5068,5220,6266,8223,7806,3735,4356,3313,8511
1563,2497,5075,2735,10000,6048,6327,2079,1263,1412
748,4614,6061,2018,9111,1498,5157,8612,8872,7978
3324,1255,9435,8862,7525,4037,8279,7430,8319,4883
8169,8553,8039,9089,9844,9342,8778,5428,5982,7811
4090,6418,7612,1005,828,3607,7928,2973,4445,8
3538,3820,5740,4816,6933,3193,2184,7049,4387,5316
6951,9657,6484,3509,6466,2020,1909,1525,4971,6301
9509,401,6256,2549,6655,3763,5781,6299,8630,1143
674,5188,2103,8269,5106,9827,6501,1777,2523,2866
1158,4695,3560,7063,2983,9444,8725,7551,7723,5870
1909,6480,7952,2828,8127,2622,5493,6702,57,9120
8629,5691,7205,8027,6462,9017,7144,4573,5286,2180
2043,5301,5913,3609,6598,7677,801,1631,5197,1770
7186,621,2290,9763,6006,3150,638,1434,9378,3067
6609,1862,1540,4992,2813,8047,8979,3247,3944,9315
534,3429,2980,8354,3161,3813,4146,8156,3357,8944
6213,6272,2239,7395,6833,404,4094,829,4487,5347
8819,5524,7201,5589,9629,4756,4322,9130,9319,1252
7148,3556,7071,2097,11,4693,9092,4581,603,3462
5494,4319,7003,9450,6943,3362,7124,5436,8355,684
4396,9831,6372,8785,3497,1169,8142,7561,6311,419
8510,1769,1655,664,6294,4342,5616,1234,9153,1643
4946,9527,9026,4390,9558,9403,4236,3775,5728,7438
284,3042,256,1354,5650,2150,9766,4551,9604,9398
9432,9395,5118,65,772,891,3798,8247,3328,4485
8640,5920,9653,1766,3021,56,941,2402,9155,5454
7535,7605,4686,9840,600,1362,7933,1003,1968,6907
5909,2467,7898,6347,6883,5818,1950,6497,663,2204
6015,4194,8346,8354,4106,6182,7231,248,8545,609
2634,2821,4105,1810,2229,4086,1474,9598,365,9620
4302,4759,5901,1037,9758,2181,6394,9343,4945,9869
4143,9709,1657,382,6510,9294,2280,7220,1685,8833
4929,8968,168,2875,1034,7796,4752,8725,4215,2376
3697,4924,2356,8378,2700,3896,9126,4008,149,3099
8166,2910,8628,5751,780,6906,7429,7030,2443,4828
1570,4069,132,8963,3750,7257,6954,310,8256,802
3744,4786,4665,6694,7183,4754,496,6479,9507,6298
4644,2961,7237,8226,9264,7787,1191,1466,3032,2248
2949,8516,4596,3375,4071,7014,3602,1823,365,5250
8595,882,297,2420,8660,6264,1291,9391,4017,3456
7511,6715,6497,7418,1903,8703,2655,9796,8497,8665
4443,3874,1132,1139,1499,7497,5816,6716,770,7781
3441,3215,7886,9033,6899,4428,6902,1156,8098,3507
4513,2025,3899,3690,3203,1240,8871,4236,3263,2245
1469,5589,2538,2865,1919,2047,7534,1999,7219,1575
2449,3983,2078,5774,2363,7014,5651,3991,7198,9576
5255,4436,7737,3393,906,4324,2307,3805,5953,9269
6916,3232,9182,5380,6252,3748,1641,1287,1531,6780
852,6976,5040,3575,9941,7399,3822,8536,4727,4215
6276,835,9614,9370,6724,6545,3415,6083,581,6804
3943,4066,9698,4588,5483,7380,5891,5060,4817,3817
8429,7480,1827,4801,1850,7889,6218,1423,2,2852
8731,1940,2487,4842,9072,5448,2089,1959,5989,4949
7900,4881,4064,7008,8789,9180,7782,7734,7315,3893
5850,310,4782,3685,9443,6842,793,5701,7596,9192
880,4168,9944,9258,7289,1231,25,2390,7812,8709
3277,4495,1872,8385,7220,4780,3511,2649,8713,444
2868,2154,7246,2359,4411,9773,2168,7561,6207,9103
4333,6330,6728,8601,628,5582,9922,3701,9643,9116
972,1004,7212,3516,9480,2897,5840,2764,5214,9607
1394,4583,5362,9716,1296,5526,6981,7879,8297,4093
9801,3877,7052,4240,2492,346,5356,3617,2869,3203
1219,3685,5169,6091,4190,3169,6918,1362,7968,8023
4355,2198,9464,7781,2962,7195,9238,8606,35,1055
6314,3333,3780,5968,7474,7505,4539,6482,541,1787
3909,6438,4693,7408,8766,6314,8379,3727,6388,6803
3301,7165,8740,5196,2231,64,626,1867,3797,1968
4723,1725,9574,3622,9818,5674,7880,6343,5169,8964
7652,915,948,1083,4877,6828,7747,2519,8564,1155
706,1930,9290,3655,9460,5108,1015,4856,1352,6524
4167,805,1036,2768,7098,7700,9767,5564,4628,9015
4459,5808,3042,677,253,1177,6704,5630,4904,5591
6846,9674,5422,24,9847,4830,2130,9506,2842,5398
3615,1864,8038,936,4476,3685,4707,1139,748,6746
5963,6105,733,4902,3180,6776,4074,3255,3303,6546
6032,229,8935,8530,5651,2189,4501,6065,9036,2981
4643,1002,5133,759,5652,9995,7321,9034,8623,805
4372,8570,3094,8329,5734,1579,5752,2904,8234,744
4873,5679,6580,9591,480,9041,7600,4431,5816,2701
3501,1839,2813,9112,9798,9688,2127,8363,3177,4711
7972,1592,7798,1823,5612,5840,6871,8556,8748,2333
4963,5940,3772,6955,9130,5428,2427,8076,7462,3007
3744,8473,7484,2831,160,5773,889,3766,2547,8540
6431,3130,1785,110,3336,9361,9605,1965,7919,4497
2207,6308,6183,4051,9758,9144,2492,9591,5135,8925
6575,5805,6879,8638,3125,7744,6234,5233,4631,9887
1425,15,6779,3271,807,5900,6527,5819,3839,969
2565,2564,622,4346,6949,9864,1564,4858,4640,6898
617,578,3053,4564,7699,827,6414,9616,6336,3098
5991,3424,111,2215,8929,5760,7604,2531,6591,8037
9906,1386,4701,5611,7590,8297,8005,9314,5382,7405
3134,4669,2041,5522,4364,809,2605,1256,4328,7388
3204,9220,4634,7682,3561,1159,282,8787,8440,78
8620,9624,9689,3346,1558,5771,8245,3495,6316,5313
737,1650,6977,7541,9318,2507,4155,1091,2854,575
9593,6602,4125,9421,2861,7578,4380,1548,9719,5641
5349,2588,1233,2455,2066,9380,52,2575,8713,6459
5046,6005,1366,8877,5400,7861,2351,3666,1831,1608
4300,9712,1652,7559,8930,3017,7725,8649,9132,5200
3213,5365,2734,5678,4254,5926,3198,5618,3288,5755
5280,5290,9042,7038,6441,6941,6690,2676,7515,9052
523,2217,508,6914,236,4720,8321,5856,6452,3061
5513,4347,1165,8060,3302,5603,710,9262,4707,9921
3904,9482,2460,3553,9126,2204,2586,7241,743,2993
8046,8186,5248,5737,414,2932,7087,4532,1835,6288
6469,7167,9094,3457,5720,6878,2373,5419,1557,8464
4653,8040,5263,6805,4514,4656,6237,8691,1562,4616
8463,725,2733,3464,6303,7680,4528,7730,8942,3384
7161,965,9171,4993,8955,1294,9270,1527,136,9374
8757,7422,5412,3298,9081,1263,8746,1307,4281,5455
9543,6348,604,5509,6031,5269,2589,5409,5690,1775
6799,980,6035,8295,4276,9262,8071,5213,183,1006
1966,5420,6312,92,3137,5712,4688,7508,716,9356
3779,7554,8691,3176,6310,4046,5946,9467,2921,179
8165,2784,3341,6898,9299,5483,3376,419,580,6175
9106,1328,6582,9236,9621,6787,3618,4266,6472,2594
3707,8673,5198,8157,2408,7705,3243,4974,8129,3702
5806,9125,2502,4285,5219,97,4057,521,1945,4620
